,%,match,runtime,total
0,0.0010299885116666007,52,101.73264694213867,50486
1,0.41601255886970173,530,101.00927066802979,1274
2,0.003289473684210526,1,101.26812291145325,304
3,0.016216216216216217,6,101.00607705116272,370
4,0.04,6,101.72458577156067,150
5,0.3348751156336725,1086,101.22309422492981,3243
6,0.16537610619469026,598,101.42853260040283,3616
7,0.0014524236530349338,115,101.25381851196289,79178
8,0.002355827028864953,194,101.76414823532104,82349
9,0.0,0,101.47801756858826,135
10,0.17307692307692307,18,102.74188232421875,104
11,0.011627906976744186,1,106.82216262817383,86
12,0.02192448233861145,36,101.83934283256531,1642
13,0.006314580941446613,11,101.23629903793335,1742
14,1.0,7,101.49561357498169,7
