,%,match,runtime,total
0,0.16537257853662402,8349,100.85145282745361,50486
1,0.8178963893249608,1042,100.11413335800171,1274
2,1.0,304,100.16402435302734,304
3,0.6,222,99.98826575279236,370
4,0.4,60,99.97523236274719,150
5,0.5766265803268579,1870,100.07915759086609,3243
6,1.0,3616,100.13545179367065,3616
7,0.07047412159943418,5580,99.57872676849365,79178
8,0.3358996466259457,27661,107.33472728729248,82349
9,0.0962962962962963,13,100.02912259101868,135
10,0.4230769230769231,44,103.5745599269867,104
11,0.8837209302325582,76,100.45479917526245,86
12,0.8300852618757613,1363,100.07838988304138,1642
13,0.4971297359357061,866,99.98773527145386,1742
14,1.0,7,100.24970698356628,7
