,%,match,runtime,total
0,0.4291933333333333,70,117.3340516090393,50486
1,0.7587464722818863,893,129.1579065322876,1274
2,1.0,304,111.0093400478363,304
3,0.29823529411764704,62,115.17301893234253,370
4,0.21,24,111.1223258972168,150
5,0.43496173469387756,1427,117.15308141708374,3243
6,0.5019133455256095,1891,111.20809936523438,3616
7,0.11750260812322018,1330,107.46279048919678,79178
8,0.4581943107147184,2033,108.8018741607666,82349
9,0.08444444444444446,13,119.30173897743225,135
10,0.653846153846154,41,149.0222246646881,104
11,0.3462962962962963,32,109.77684378623962,86
12,0.8591617933723197,1353,130.33150434494019,1642
13,0.14608417692257403,344,118.95427131652832,1742
14,1.0,7,122.1180899143219,7
