,%,match,runtime,total
0,0.8979116666666668,31149,119.84099459648132,50486
1,0.9739909297052153,1252,114.65143156051636,1274
2,1.0,304,102.2777898311615,304
3,0.9928104575163399,359,103.66341710090637,370
4,0.9625,135,102.48014569282532,150
5,0.8503099169775437,2805,102.5927209854126,3243
6,1.0,3616,102.76017427444458,3616
7,0.8596607528227006,63087,103.95409631729126,79178
8,0.9030029686280702,54875,103.3746645450592,82349
9,0.7368253968253967,102,102.5767514705658,135
10,0.934065934065934,92,102.76578450202942,104
11,1.0,86,102.79589867591858,86
12,0.9439571150097467,1527,103.21673703193665,1642
13,0.919909458661932,1630,104.16379928588867,1742
14,1.0,7,103.35639142990112,7
