,%,match,runtime,total
0,0.6178940696430694,31195,101.9739019870758,50486
1,0.9811616954474097,1250,100.95719766616821,1274
2,1.0,304,100.66219854354858,304
3,0.9675675675675676,358,100.67036938667297,370
4,0.9,135,100.81213760375977,150
5,0.8609312365094048,2792,101.11360359191895,3243
6,1.0,3616,101.29969024658203,3616
7,0.7904594710651949,62587,101.1163592338562,79178
8,0.6659947297477807,54844,101.11088371276855,82349
9,0.7555555555555555,102,100.98568487167358,135
10,0.9711538461538461,101,101.09876489639282,104
11,1.0,86,101.0662932395935,86
12,0.9323995127892813,1531,100.97569561004639,1642
13,0.9368541905855339,1632,101.08714699745178,1742
14,1.0,7,100.84279823303223,7
