,%,match,runtime,total
0,0.001683635067147328,85,100.35943484306335,50486
1,0.695447409733124,886,99.83103346824646,1274
2,1.0,304,99.57899880409241,304
3,0.16216216216216217,60,100.33084559440613,370
4,0.14666666666666667,22,99.84944796562195,150
5,0.4366327474560592,1416,99.93479657173157,3243
6,0.4684734513274336,1694,99.56771802902222,3616
7,0.008929248023440854,707,100.2336494922638,79178
8,0.026970576449015776,2221,99.95898127555847,82349
9,0.0962962962962963,13,100.03570008277893,135
10,0.3942307692307692,41,100.43849802017212,104
11,0.26744186046511625,23,100.586110830307,86
12,0.8239951278928136,1353,100.38530015945435,1642
13,0.05970149253731343,104,100.78944373130798,1742
14,1.0,7,100.40991401672363,7
