,%,match,runtime,total
0,0.616982925959672,31149,110.7002444267273,50486
1,0.9827315541601256,1252,106.96478629112244,1274
2,1.0,304,106.62418866157532,304
3,0.9702702702702702,359,106.70727872848511,370
4,0.9,135,111.40373873710632,150
5,0.8649398704902868,2805,122.45270371437073,3243
6,1.0,3616,109.03990650177002,3616
7,0.7967743565131729,63087,106.60046052932739,79178
8,0.6663711763348674,54875,127.38620066642761,82349
9,0.7555555555555555,102,106.83788061141968,135
10,0.8846153846153846,92,99.95465278625488,104
11,1.0,86,99.94042778015137,86
12,0.9299634591961023,1527,99.99566125869751,1642
13,0.9357060849598163,1630,100.10815119743347,1742
14,1.0,7,99.93587112426758,7
