,%,match,runtime,total
0,0.0005942241413461158,30,101.65763711929321,50486
1,0.14521193092621665,185,101.14887547492981,1274
2,0.0,0,101.09117650985718,304
3,0.016216216216216217,6,101.41343641281128,370
4,0.013333333333333334,2,101.50757598876953,150
5,0.30064754856614245,975,101.41258835792542,3243
6,0.1006637168141593,364,101.38665318489075,3616
7,0.00034100381419081057,27,101.92919278144836,79178
8,0.0004978809700178509,41,101.96202301979065,82349
9,0.0,0,101.87997603416443,135
10,0.17307692307692307,18,101.64495301246643,104
11,0.0,0,101.92650008201599,86
12,0.0,0,101.18249559402466,1642
13,0.000574052812858783,1,102.27119851112366,1742
14,1.0,7,101.51785087585449,7
