,%,match,runtime,total
0,0.7642583333333333,8346,104.13148522377014,50486
1,0.8256689342403627,1042,121.82427668571472,1274
2,1.0,304,111.29426717758179,304
3,0.7006535947712418,222,118.1733512878418,370
4,0.5475,59,110.82114052772522,150
5,0.5782966224124059,1870,120.26010751724243,3243
6,1.0,3616,111.69840407371521,3616
7,0.3164077515816072,5841,113.77181553840637,79178
8,0.7459501155369521,27767,115.20707488059998,82349
9,0.08444444444444446,13,119.37045311927795,135
10,0.6703296703296704,44,112.48332047462463,104
11,0.9333333333333333,80,117.35450553894043,86
12,0.8640350877192983,1363,106.7453100681305,1642
13,0.35018925378825444,883,110.81931853294373,1742
14,1.0,7,121.62724113464355,7
