,%,match,runtime,total
0,0.0019015172523075704,96,101.61629724502563,50486
1,0.6781789638932496,864,101.1616039276123,1274
2,0.019736842105263157,6,101.00219678878784,304
3,0.13783783783783785,51,101.25959539413452,370
4,0.16,24,100.91373181343079,150
5,0.433240826395313,1405,100.92865443229675,3243
6,0.257466814159292,931,100.76044726371765,3616
7,0.011909873954886458,943,101.08360433578491,79178
8,0.02658198642363599,2189,100.80932521820068,82349
9,0.07407407407407407,10,100.92307615280151,135
10,0.25,26,101.11039590835571,104
11,0.1744186046511628,15,101.18897008895874,86
12,0.03227771010962241,53,100.76124906539917,1642
13,0.024110218140068886,42,100.90433359146118,1742
14,1.0,7,100.77963590621948,7
