,%,match,runtime,total
0,0.39166666666666666,45,108.29306101799011,50486
1,0.6329730426969322,835,117.42627906799316,1274
2,0.362109644087256,13,103.42797946929932,304
3,0.18000000000000002,26,104.1595573425293,370
4,0.185,18,102.87998723983765,150
5,0.38498724489795916,1269,105.57718801498413,3243
6,0.3310075331391994,1328,104.2960934638977,3616
7,0.048979374711292434,96,105.50659465789795,79178
8,0.355681321459428,258,104.42148995399475,82349
9,0.013333333333333334,2,102.68540072441101,135
10,0.5879120879120878,29,105.04389476776123,104
11,0.26481481481481484,27,104.2401430606842,86
12,0.017543859649122806,36,103.53828430175781,1642
13,0.02162734422262553,48,107.17244529724121,1742
14,1.0,7,102.79236674308777,7
