,%,match,runtime,total
0,0.6651943112942201,33583,2427.668045759201,50486
1,0.9748822605965463,1242,1778.4529221057892,1274
2,1.0,304,1228.7275660037994,304
3,0.7594594594594595,281,2267.2102801799774,370
4,0.78,117,2031.4561033248901,150
5,0.9648473635522664,3129,1633.44620013237,3243
6,1.0,3616,2266.81582903862,3616
7,0.5276339387203516,41777,2325.421980381012,79178
8,0.8018676608094816,66033,1874.321704864502,82349
9,0.9407407407407408,127,1383.3489830493927,135
10,0.33653846153846156,35,2475.0043699741364,104
11,0.9534883720930233,82,2468.147266149521,86
12,0.9360535931790499,1537,1703.8520739078522,1642
13,0.8478760045924225,1477,2416.09037733078,1742
14,1.0,7,1999.1764886379242,7
