,%,match,runtime,total
0,0.028938715683555837,1461,2552.892407178879,50486
1,0.8116169544740973,1034,1820.4234414100647,1274
2,1.0,304,1193.5502903461456,304
3,0.22432432432432434,83,2364.9555797576904,370
4,0.28,42,1942.8919546604156,150
5,0.5368485969781067,1741,1458.052062511444,3243
6,0.839325221238938,3035,2096.374439716339,3616
7,0.01414534340347066,1120,2117.2347977161407,79178
8,0.07715940691447376,6354,1649.373946905136,82349
9,0.11851851851851852,16,1247.1400172710419,135
10,0.3076923076923077,32,2240.3799645900726,104
11,0.686046511627907,59,2134.435301065445,86
12,0.8136419001218027,1336,1476.7997407913208,1642
13,0.1796785304247991,313,2114.8351855278015,1742
14,1.0,7,1816.535151720047,7
