,%,match,runtime,total
0,0.5130066666666667,884,1562.4681706428528,50486
1,0.814875283446712,1032,1192.0941846370697,1274
2,1.0,304,857.1023926734924,304
3,0.5915032679738563,111,1475.7192487716675,370
4,0.535,54,1318.2151012420654,150
5,0.4871173469387755,1702,1096.7958562374115,3243
6,1.0,3616,1433.9379305839539,3616
7,0.12256674978106806,2248,1465.0458962917328,79178
8,0.5503539639746715,5662,1245.0381858348846,82349
9,0.07777777777777778,12,948.5852093696594,135
10,0.6043956043956042,32,1559.8949460983276,104
11,0.7555555555555555,64,1563.8699491024017,86
12,0.8538011695906432,1342,1122.8104963302612,1642
13,0.3192568556001808,810,1520.3035123348236,1742
14,1.0,7,1321.8717322349548,7
