,%,match,runtime,total
0,0.7674249999999999,9248,1669.6379222869873,50486
1,0.8407256235827664,1058,1180.565756559372,1274
2,1.0,304,835.7479202747345,304
3,0.6830065359477124,195,1508.747588634491,370
4,0.535,54,1360.1045534610748,150
5,0.6156148050618098,2119,1068.4018607139587,3243
6,1.0,3616,1475.732349872589,3616
7,0.2541115099264942,5340,1542.310966014862,79178
8,0.7449989711177866,28537,1240.2898333072662,82349
9,0.4231746031746032,56,948.6827526092529,135
10,0.6208791208791207,35,1616.2160320281982,104
11,0.8666666666666667,74,1637.7274141311646,86
12,0.8659844054580897,1367,1093.5070209503174,1642
13,0.35305277188604106,922,1603.5711333751678,1742
14,1.0,7,1319.053840637207,7
