,%,match,runtime,total
0,0.4000066666666666,48,1411.2054657936096,50486
1,0.3697449507542625,402,1096.339868068695,1274
2,0.4300758603772381,22,834.8895633220673,304
3,0.3895424836601307,57,1367.9760076999664,370
4,0.4625,37,1226.7579774856567,150
5,0.2320408163265306,1019,1017.4607012271881,3243
6,0.43506503418246,1809,1307.7209656238556,3616
7,0.03512861920684091,37,1349.3624351024628,79178
8,0.28200396558853486,89,1158.555341720581,82349
9,0.03111111111111111,5,945.8725798130035,135
10,0.42857142857142855,18,1409.428596496582,104
11,0.6666666666666666,56,1415.6919465065002,86
12,0.04750000000000001,74,1012.0455331802368,1642
13,0.02910292973813845,57,1399.4510703086853,1742
14,1.0,7,1316.743194103241,7
