,%,match,runtime,total
0,0.4500233333333334,68,1479.136964559555,50486
1,0.6824975248085181,857,1162.344633102417,1274
2,1.0,304,848.8986527919769,304
3,0.44019607843137254,69,1582.6497271060944,370
4,0.5075,43,1406.513820886612,150
5,0.3511616286299466,1237,1181.3024508953094,3243
6,0.7321462092586807,2850,1417.286494255066,3616
7,0.05466978820950211,143,1469.1297755241394,79178
8,0.43825429257453746,621,1279.7869892120361,82349
9,0.08444444444444446,13,1062.0562119483948,135
10,0.42857142857142855,18,1577.4314048290253,104
11,0.6666666666666666,56,1616.383932352066,86
12,0.4793494152046783,799,1099.3976349830627,1642
13,0.13255840751303546,289,1460.6042077541351,1742
14,1.0,7,1265.3836283683777,7
