,%,match,runtime,total
0,0.001109218397179416,56,1874.2794196605682,50486
1,0.2967032967032967,378,1397.5890786647797,1274
2,0.1118421052631579,34,993.6285655498505,304
3,0.051351351351351354,19,1758.8068675994873,370
4,0.04666666666666667,7,1518.6647005081177,150
5,0.312981806968856,1015,1292.957380771637,3243
6,0.3860619469026549,1396,1662.8228702545166,3616
7,0.0004294122104625022,34,1746.0426626205444,79178
8,0.0018215157439677471,150,1401.9538960456848,82349
9,0.014814814814814815,2,1145.8768298625946,135
10,0.17307692307692307,18,1870.4456067085266,104
11,0.0,0,1871.8669571876526,86
12,0.18757612667478685,308,1250.4440517425537,1642
13,0.004592422502870264,8,1863.6050601005554,1742
14,1.0,7,1562.9500539302826,7
