,%,match,runtime,total
0,0.18363506714732797,9271,1859.3162906169891,50486
1,0.8398744113029827,1070,1367.068024635315,1274
2,1.0,304,953.7242248058319,304
3,0.5432432432432432,201,1705.052178144455,370
4,0.36,54,1555.7402341365814,150
5,0.6136293555349984,1990,1215.952448606491,3243
6,1.0,3616,1679.1106550693512,3616
7,0.05971355679607972,4728,1743.7373340129852,79178
8,0.3471809008002526,28590,1420.010727405548,82349
9,0.3851851851851852,52,1050.815593957901,135
10,0.33653846153846156,35,1821.0657572746277,104
11,0.8604651162790697,74,1841.6533484458923,86
12,0.8300852618757613,1363,1251.7450172901154,1642
13,0.5275545350172216,919,1805.545880317688,1742
14,1.0,7,1481.4365384578705,7
