,%,match,runtime,total
0,0.6722853860476171,33941,2359.491066932678,50486
1,0.9764521193092621,1244,1475.7798085212708,1274
2,1.0,304,1053.7699658870697,304
3,0.7864864864864864,291,1780.3367900848389,370
4,0.8066666666666666,121,1619.6467616558075,150
5,0.9633055812519272,3124,1300.4271838665009,3243
6,1.0,3616,1744.4161343574524,3616
7,0.5434337821111925,43028,1826.0887463092804,79178
8,0.8058749954462107,66363,1485.0059304237366,82349
9,0.9407407407407408,127,1121.1301710605621,135
10,0.36538461538461536,38,1913.4834506511688,104
11,0.9767441860465116,84,1938.116955280304,86
12,0.9360535931790499,1537,1360.700266122818,1642
13,0.8599311136624569,1498,1842.6526672840118,1742
14,1.0,7,1548.86394906044,7
