,%,match,runtime,total
0,0.18230796656498832,9204,2380.6509890556335,50486
1,0.8398744113029827,1070,1674.0123517513275,1274
2,1.0,304,1138.7443199157715,304
3,0.5567567567567567,206,2120.6491556167603,370
4,0.37333333333333335,56,1943.0965139865875,150
5,0.6083872957138452,1973,1528.8552649021149,3243
6,1.0,3616,2084.2230298519135,3616
7,0.05761701482735103,4562,2287.08918261528,79178
8,0.34676802389828654,28556,1726.4540932178497,82349
9,0.4222222222222222,57,1295.0048079490662,135
10,0.33653846153846156,35,2334.891706466675,104
11,0.8604651162790697,74,2416.7683730125427,86
12,0.8300852618757613,1363,1556.4932963848114,1642
13,0.5315729047072331,926,2381.474376678467,1742
14,1.0,7,2173.4060640335083,7
