,%,match,runtime,total
0,0.000990373568910193,50,1458.9233479499817,50486
1,0.29748822605965464,379,1172.537134885788,1274
2,0.0756578947368421,23,896.3339555263519,304
3,0.04864864864864865,18,1379.6148545742035,370
4,0.05333333333333334,8,1208.3456165790558,150
5,0.31514030218933087,1022,1024.7958664894104,3243
6,0.39601769911504425,1432,1303.3129715919495,3616
7,0.0004041526686705903,32,1371.0602006912231,79178
8,0.0016879379227434455,139,1110.1298942565918,82349
9,0.014814814814814815,2,1037.1945526599884,135
10,0.17307692307692307,18,1481.430600643158,104
11,0.011627906976744186,1,1439.4779798984528,86
12,0.1656516443361754,272,1027.7231514453888,1642
13,0.0057405281285878304,10,1473.5284807682037,1742
14,1.0,7,1224.3131840229034,7
