,%,match,runtime,total
0,0.0018619023095511626,94,2056.4861137866974,50486
1,0.6295133437990581,802,1502.145798444748,1274
2,0.9967105263157895,303,1050.8842537403107,304
3,0.07837837837837838,29,1912.125655889511,370
4,0.11333333333333333,17,1682.69167304039,150
5,0.41350601295097134,1341,1366.2953560352325,3243
6,0.7292588495575221,2637,1815.5294904708862,3616
7,0.0014145343403470661,112,1921.3054480552673,79178
8,0.015203584742984128,1252,1558.9970202445984,82349
9,0.16296296296296298,22,1202.6767747402191,135
10,0.20192307692307693,21,2056.2875146865845,104
11,0.12790697674418605,11,2044.2629911899567,86
12,0.6979293544457978,1146,1454.9435312747955,1642
13,0.0338691159586682,59,2017.111540555954,1742
14,1.0,7,1703.025289773941,7
